tau0,tau,dx,dt
2.1875,14.8,0.02,0.05
2.1875,16.400000000000002,0.02,0.05
2.1875,14.450000000000001,0.02,0.05
2.1875,14.75,0.02,0.05
2.1875,17.55,0.02,0.05
1.532421177870315,13.4,0.02,0.05
1.532421177870315,11.350000000000001,0.02,0.05
1.532421177870315,10.3,0.02,0.05
1.532421177870315,12.950000000000001,0.02,0.05
1.532421177870315,11.9,0.02,0.05
1.532421177870315,10.5,0.02,0.05
1.532421177870315,12.0,0.02,0.05
1.532421177870315,11.25,0.02,0.05
1.532421177870315,15.55,0.02,0.05
1.532421177870315,12.75,0.02,0.05
1.1648,9.9,0.02,0.05
1.1648,8.15,0.02,0.05
1.1648,11.100000000000001,0.02,0.05
1.1648,9.700000000000001,0.02,0.05
1.1648,8.05,0.02,0.05
1.1648,8.700000000000001,0.02,0.05
1.1648,9.8,0.02,0.05
1.1648,9.55,0.02,0.05
1.1648,9.450000000000001,0.02,0.05
1.1648,9.55,0.02,0.05
0.9330652111462222,8.75,0.02,0.05
0.9330652111462222,8.450000000000001,0.02,0.05
0.9330652111462222,8.15,0.02,0.05
0.9330652111462222,9.700000000000001,0.02,0.05
0.9330652111462222,8.65,0.02,0.05
0.9330652111462222,7.4,0.02,0.05
0.9330652111462222,6.75,0.02,0.05
0.9330652111462222,6.3500000000000005,0.02,0.05
0.9330652111462222,7.5,0.02,0.05
0.9330652111462222,8.85,0.02,0.05
0.7750865051903115,6.4,0.02,0.05
0.7750865051903115,6.1000000000000005,0.02,0.05
0.7750865051903115,10.600000000000001,0.02,0.05
0.7750865051903115,5.800000000000001,0.02,0.05
0.7750865051903115,5.3500000000000005,0.02,0.05
0.7750865051903115,7.550000000000001,0.02,0.05
0.7750865051903115,6.75,0.02,0.05
0.7750865051903115,6.6000000000000005,0.02,0.05
0.7750865051903115,5.7,0.02,0.05
0.7750865051903115,6.95,0.02,0.05
0.6611570247933884,6.800000000000001,0.02,0.05
0.6611570247933884,5.95,0.02,0.05
0.6611570247933884,4.9,0.02,0.05
0.6611570247933884,5.3500000000000005,0.02,0.05
0.6611570247933884,5.15,0.02,0.05
0.6611570247933884,5.5,0.02,0.05
0.6611570247933884,5.6000000000000005,0.02,0.05
0.6611570247933884,5.0,0.02,0.05
0.6611570247933884,5.5,0.02,0.05
0.6611570247933884,4.8500000000000005,0.02,0.05
0.5754461871281774,5.5,0.02,0.05
0.5754461871281774,4.75,0.02,0.05
0.5754461871281774,4.1000000000000005,0.02,0.05
0.5754461871281774,5.1000000000000005,0.02,0.05
0.5754461871281774,4.9,0.02,0.05
0.5754461871281774,5.15,0.02,0.05
0.5754461871281774,4.5,0.02,0.05
0.5754461871281774,5.300000000000001,0.02,0.05
0.5754461871281774,4.65,0.02,0.05
0.5754461871281774,5.6000000000000005,0.02,0.05
0.5088088642659279,4.25,0.02,0.05
0.5088088642659279,5.45,0.02,0.05
0.5088088642659279,6.25,0.02,0.05
0.5088088642659279,5.3500000000000005,0.02,0.05
0.5088088642659279,4.7,0.02,0.05
0.5088088642659279,3.85,0.02,0.05
0.5088088642659279,4.7,0.02,0.05
0.5088088642659279,4.2,0.02,0.05
0.5088088642659279,4.8500000000000005,0.02,0.05
0.5088088642659279,4.25,0.02,0.05
0.4556213017751479,5.800000000000001,0.02,0.05
0.4556213017751479,4.3,0.02,0.05
0.4556213017751479,4.25,0.02,0.05
0.4556213017751479,3.5500000000000003,0.02,0.05
0.4556213017751479,4.25,0.02,0.05
0.4556213017751479,4.1000000000000005,0.02,0.05
0.4556213017751479,4.65,0.02,0.05
0.4556213017751479,4.4,0.02,0.05
0.4556213017751479,4.15,0.02,0.05
0.4556213017751479,3.6,0.02,0.05
0.41224841412796615,3.2,0.02,0.05
0.41224841412796615,3.75,0.02,0.05
0.41224841412796615,5.4,0.02,0.05
0.41224841412796615,3.25,0.02,0.05
0.41224841412796615,3.9000000000000004,0.02,0.05
0.41224841412796615,3.4000000000000004,0.02,0.05
0.41224841412796615,3.75,0.02,0.05
0.41224841412796615,3.35,0.02,0.05
0.41224841412796615,3.5500000000000003,0.02,0.05
0.41224841412796615,3.25,0.02,0.05
0.37624294544477294,3.1,0.02,0.05
0.37624294544477294,3.0,0.02,0.05
0.37624294544477294,3.35,0.02,0.05
0.37624294544477294,2.9000000000000004,0.02,0.05
0.37624294544477294,3.1500000000000004,0.02,0.05
0.37624294544477294,4.05,0.02,0.05
0.37624294544477294,3.5500000000000003,0.02,0.05
0.37624294544477294,5.25,0.02,0.05
0.37624294544477294,3.6500000000000004,0.02,0.05
0.37624294544477294,3.1500000000000004,0.02,0.05
0.3459005885437911,3.35,0.02,0.05
0.3459005885437911,4.25,0.02,0.05
0.3459005885437911,3.1,0.02,0.05
0.3459005885437911,3.1,0.02,0.05
0.3459005885437911,3.4000000000000004,0.02,0.05
0.3459005885437911,3.2,0.02,0.05
0.3459005885437911,3.0500000000000003,0.02,0.05
0.3459005885437911,2.95,0.02,0.05
0.3459005885437911,3.35,0.02,0.05
0.3459005885437911,3.0,0.02,0.05
0.32,2.6500000000000004,0.02,0.05
0.32,3.0500000000000003,0.02,0.05
0.32,3.2,0.02,0.05
0.32,2.9000000000000004,0.02,0.05
0.32,2.85,0.02,0.05
0.32,2.7,0.02,0.05
0.32,2.8000000000000003,0.02,0.05
0.32,3.85,0.02,0.05
0.32,2.45,0.02,0.05
0.32,2.6,0.02,0.05
8.0,61.550000000000004,0.05,0.05
8.0,55.95,0.05,0.05
8.0,55.6,0.05,0.05
8.0,61.85,0.05,0.05
8.0,53.2,0.05,0.05
8.0,53.7,0.05,0.05
8.0,63.7,0.05,0.05
8.0,60.550000000000004,0.05,0.05
8.0,50.45,0.05,0.05
8.0,52.650000000000006,0.05,0.05
3.5992438563327034,28.450000000000003,0.05,0.05
3.5992438563327034,21.450000000000003,0.05,0.05
3.5992438563327034,21.6,0.05,0.05
3.5992438563327034,26.200000000000003,0.05,0.05
3.5992438563327034,26.85,0.05,0.05
3.5992438563327034,22.200000000000003,0.05,0.05
3.5992438563327034,22.5,0.05,0.05
3.5992438563327034,21.05,0.05,0.05
3.5992438563327034,24.150000000000002,0.05,0.05
3.5992438563327034,22.150000000000002,0.05,0.05
2.1875,14.55,0.05,0.05
2.1875,16.55,0.05,0.05
2.1875,12.4,0.05,0.05
2.1875,14.8,0.05,0.05
2.1875,20.6,0.05,0.05
2.1875,21.6,0.05,0.05
2.1875,15.05,0.05,0.05
2.1875,25.25,0.05,0.05
2.1875,20.8,0.05,0.05
2.1875,17.35,0.05,0.05
1.532421177870315,10.950000000000001,0.05,0.05
1.532421177870315,12.9,0.05,0.05
1.532421177870315,10.600000000000001,0.05,0.05
1.532421177870315,11.05,0.05,0.05
1.532421177870315,18.85,0.05,0.05
1.532421177870315,10.950000000000001,0.05,0.05
1.532421177870315,10.3,0.05,0.05
1.532421177870315,10.700000000000001,0.05,0.05
1.532421177870315,11.9,0.05,0.05
1.532421177870315,11.100000000000001,0.05,0.05
1.1648,8.200000000000001,0.05,0.05
1.1648,11.55,0.05,0.05
1.1648,9.25,0.05,0.05
1.1648,8.700000000000001,0.05,0.05
1.1648,9.15,0.05,0.05
1.1648,9.35,0.05,0.05
1.1648,8.1,0.05,0.05
1.1648,8.65,0.05,0.05
1.1648,10.0,0.05,0.05
1.1648,9.850000000000001,0.05,0.05
0.9330652111462222,6.5,0.05,0.05
0.9330652111462222,9.35,0.05,0.05
0.9330652111462222,10.9,0.05,0.05
0.9330652111462222,7.0,0.05,0.05
0.9330652111462222,7.9,0.05,0.05
0.9330652111462222,7.8500000000000005,0.05,0.05
0.9330652111462222,6.6000000000000005,0.05,0.05
0.9330652111462222,10.9,0.05,0.05
0.9330652111462222,6.9,0.05,0.05
0.9330652111462222,6.550000000000001,0.05,0.05
0.7750865051903115,6.5,0.05,0.05
0.7750865051903115,5.25,0.05,0.05
0.7750865051903115,6.2,0.05,0.05
0.7750865051903115,6.050000000000001,0.05,0.05
0.7750865051903115,5.6000000000000005,0.05,0.05
0.7750865051903115,5.9,0.05,0.05
0.7750865051903115,6.75,0.05,0.05
0.7750865051903115,5.300000000000001,0.05,0.05
0.7750865051903115,6.9,0.05,0.05
0.7750865051903115,5.550000000000001,0.05,0.05
0.6611570247933884,5.65,0.05,0.05
0.6611570247933884,5.25,0.05,0.05
0.6611570247933884,6.8500000000000005,0.05,0.05
0.6611570247933884,4.45,0.05,0.05
0.6611570247933884,4.800000000000001,0.05,0.05
0.6611570247933884,4.800000000000001,0.05,0.05
