tau0,tau,dx
8.0,48.687451683183504,0.1
8.0,61.98101145056446,0.1
8.0,49.63730257909287,0.1
8.0,76.64313130357289,0.1
8.0,59.82820344615082,0.1
8.0,49.844731105834306,0.1
8.0,86.29959379253874,0.1
8.0,54.64495137600898,0.1
8.0,82.46055213871978,0.1
8.0,79.27659112781416,0.1
3.5992438563327034,33.18780158132807,0.1
3.5992438563327034,29.82418951927784,0.1
3.5992438563327034,24.324834204587198,0.1
3.5992438563327034,24.039407547171503,0.1
3.5992438563327034,20.39577616592062,0.1
3.5992438563327034,24.539830747936865,0.1
3.5992438563327034,29.759391509259217,0.1
3.5992438563327034,26.37903626877922,0.1
3.5992438563327034,23.695268069970325,0.1
3.5992438563327034,23.655096282413215,0.1
2.1875,13.507464117637912,0.1
2.1875,12.220623831506602,0.1
2.1875,16.109246228886548,0.1
2.1875,18.085602100355214,0.1
2.1875,16.068253466543865,0.1
2.1875,15.329936238562452,0.1
2.1875,13.4388334884288,0.1
2.1875,22.48552064613777,0.1
2.1875,17.588665385804084,0.1
2.1875,19.25688403685404,0.1
1.532421177870315,12.706177371969833,0.1
1.532421177870315,9.419473088016414,0.1
1.532421177870315,15.336435231735534,0.1
1.532421177870315,10.166479704562645,0.1
1.532421177870315,11.00976528748422,0.1
1.532421177870315,9.709640226739634,0.1
1.532421177870315,11.648387560083137,0.1
1.532421177870315,11.831213766301142,0.1
1.532421177870315,10.657614384948353,0.1
1.532421177870315,10.435589165102103,0.1
1.1648,7.6576683786770126,0.1
1.1648,10.951920916773581,0.1
1.1648,7.954711957033578,0.1
1.1648,7.404702366848654,0.1
1.1648,7.471213364189639,0.1
1.1648,7.858238817406486,0.1
1.1648,8.611151390876929,0.1
1.1648,8.342313698753253,0.1
1.1648,8.12741424026917,0.1
1.1648,8.000489125550066,0.1
0.9330652111462222,6.7662738175057475,0.1
0.9330652111462222,7.768515772054167,0.1
0.9330652111462222,8.99743978663115,0.1
0.9330652111462222,7.419026820798403,0.1
0.9330652111462222,5.771171259867566,0.1
0.9330652111462222,7.289074761607261,0.1
0.9330652111462222,6.031244534204495,0.1
0.9330652111462222,7.349018333910983,0.1
0.9330652111462222,6.508637029338785,0.1
0.9330652111462222,6.577047429024092,0.1
0.7750865051903115,5.887613196089706,0.1
0.7750865051903115,5.57017840381027,0.1
0.7750865051903115,5.481969725028273,0.1
0.7750865051903115,5.951469850240898,0.1
0.7750865051903115,5.645526947070447,0.1
0.7750865051903115,4.895877354182626,0.1
0.7750865051903115,5.480220514550664,0.1
0.7750865051903115,6.469147165350937,0.1
0.7750865051903115,6.674506882767729,0.1
0.7750865051903115,6.40588638947599,0.1
0.6611570247933884,5.068472839153942,0.1
0.6611570247933884,5.210563929472995,0.1
0.6611570247933884,5.534870380753768,0.1
0.6611570247933884,4.373149857699293,0.1
0.6611570247933884,4.7202669508295925,0.1
0.6611570247933884,5.222800593617564,0.1
0.6611570247933884,4.96545260616738,0.1
0.6611570247933884,4.454399328646185,0.1
0.6611570247933884,5.621657543680809,0.1
0.6611570247933884,6.174018368714111,0.1
0.5754461871281774,4.002217344146118,0.1
0.5754461871281774,4.483845211317929,0.1
0.5754461871281774,5.648807839513538,0.1
0.5754461871281774,3.824287488642301,0.1
0.5754461871281774,4.401515309933484,0.1
0.5754461871281774,5.716220344789428,0.1
0.5754461871281774,4.707709173646683,0.1
0.5754461871281774,4.480549569099766,0.1
0.5754461871281774,4.045040578886237,0.1
0.5754461871281774,5.820564004422026,0.1
0.5088088642659279,5.408468220336484,0.1
0.5088088642659279,5.450450470455207,0.1
0.5088088642659279,5.003880450149066,0.1
0.5088088642659279,4.6226416279682185,0.1
0.5088088642659279,4.518944288469398,0.1
0.5088088642659279,4.745966880530625,0.1
0.5088088642659279,4.320508429496075,0.1
0.5088088642659279,5.678586826183161,0.1
0.5088088642659279,3.989716826099993,0.1
0.5088088642659279,4.449627170282744,0.1
0.4556213017751479,4.351493726931749,0.1
0.4556213017751479,3.592867357745011,0.1
0.4556213017751479,4.801628831731694,0.1
0.4556213017751479,5.083372836882246,0.1
0.4556213017751479,3.743351853911835,0.1
0.4556213017751479,3.7168648902367423,0.1
0.4556213017751479,3.6411620464907153,0.1
0.4556213017751479,3.330845228658876,0.1
0.4556213017751479,3.420411553055958,0.1
0.4556213017751479,3.5281736963417445,0.1
0.41224841412796615,3.7464740056621775,0.1
0.41224841412796615,3.3611578962446025,0.1
0.41224841412796615,3.308507236377284,0.1
0.41224841412796615,5.3594312548925584,0.1
0.41224841412796615,2.890737909458397,0.1
0.41224841412796615,3.104108137791413,0.1
0.41224841412796615,3.7967871297578535,0.1
0.41224841412796615,3.0311941991563445,0.1
0.41224841412796615,2.9376806464493352,0.1
0.41224841412796615,3.2976915247972,0.1
0.37624294544477294,2.789007667368997,0.1
0.37624294544477294,4.037557338456772,0.1
0.37624294544477294,3.9289989967578096,0.1
0.37624294544477294,3.3464919431844504,0.1
0.37624294544477294,2.6987982465089426,0.1
0.37624294544477294,3.291615707995066,0.1
0.37624294544477294,3.2201819494537,0.1
0.37624294544477294,3.5121389684727595,0.1
0.37624294544477294,2.7897906894925333,0.1
0.37624294544477294,3.112549389802116,0.1
0.3459005885437911,4.87373229077194,0.1
0.3459005885437911,2.7554386478750135,0.1
0.3459005885437911,2.7855368855745,0.1
0.3459005885437911,2.6687029618133575,0.1
0.3459005885437911,4.100785397212817,0.1
0.3459005885437911,2.923168930545717,0.1
0.3459005885437911,2.898145997644674,0.1
0.3459005885437911,4.025426041718984,0.1
0.3459005885437911,2.6354936929555945,0.1
0.3459005885437911,3.0730824687419234,0.1
0.32,2.5676261753039187,0.1
0.32,2.3284451851250862,0.1
0.32,2.562951205882996,0.1
0.32,2.44706738890602,0.1
0.32,2.736342857839071,0.1
0.32,2.891889930933636,0.1
0.32,2.495702140154624,0.1
0.32,3.9978364499413304,0.1
0.32,2.395973726925652,0.1
0.32,2.6030848614788016,0.1
8.0,58.48863122049222,0.05
8.0,61.00192408959155,0.05
8.0,64.28081530554427,0.05
8.0,60.8455550947096,0.05
8.0,70.24160657528611,0.05
8.0,56.46898715816996,0.05
8.0,92.95839666598908,0.05
8.0,68.11028331674041,0.05
8.0,94.9318633080817,0.05
8.0,73.61326821785198,0.05
3.5992438563327034,24.65631049192482,0.05
3.5992438563327034,24.03958254459299,0.05
3.5992438563327034,24.0994807622138,0.05
3.5992438563327034,32.218681987845336,0.05
3.5992438563327034,25.4696578716125,0.05
3.5992438563327034,25.227167194435918,0.05
3.5992438563327034,24.07211642590567,0.05
3.5992438563327034,22.593836376084486,0.05
3.5992438563327034,24.572640415627383,0.05
3.5992438563327034,22.350602496508312,0.05
2.1875,16.49315713308472,0.05
2.1875,18.416992600847056,0.05
2.1875,16.48787619219509,0.05
2.1875,21.069612474292907,0.05
2.1875,16.038096461323676,0.05
2.1875,18.116486300365708,0.05
2.1875,17.282658121920395,0.05
2.1875,13.715924591485914,0.05
2.1875,17.11835145715874,0.05
2.1875,13.54229989562637,0.05
1.532421177870315,11.653754351569697,0.05
1.532421177870315,13.943981063154801,0.05
1.532421177870315,10.442510470718277,0.05
1.532421177870315,9.15444234659031,0.05
1.532421177870315,11.323081207839957,0.05
1.532421177870315,12.24008376431017,0.05
1.532421177870315,11.906114848208174,0.05
1.532421177870315,12.131509667361728,0.05
1.532421177870315,13.49457321058303,0.05
1.532421177870315,10.148051179821731,0.05
1.1648,12.328466454812247,0.05
1.1648,9.125888674546376,0.05
1.1648,8.133861420793913,0.05
1.1648,9.646875834372434,0.05
1.1648,8.503178451829694,0.05
1.1648,7.990195330901853,0.05
1.1648,8.181971157020135,0.05
1.1648,7.809294833572022,0.05
1.1648,9.489995154322125,0.05
1.1648,13.895687633214965,0.05
0.9330652111462222,7.335039308939458,0.05
0.9330652111462222,6.938253177472562,0.05
0.9330652111462222,7.093015746011713,0.05
0.9330652111462222,6.847972307308201,0.05
0.9330652111462222,7.821854296582598,0.05
0.9330652111462222,6.212024005787514,0.05
0.9330652111462222,7.6777036669375045,0.05
0.9330652111462222,6.658224172577277,0.05
0.9330652111462222,8.6514699577047,0.05
0.9330652111462222,7.223910725581405,0.05
0.7750865051903115,7.804832368444336,0.05
0.7750865051903115,6.700713331425437,0.05
0.7750865051903115,6.409356398919898,0.05
0.7750865051903115,8.489400999262115,0.05
0.7750865051903115,6.1323196030838645,0.05
0.7750865051903115,5.532748365075166,0.05
0.7750865051903115,7.161773297352754,0.05
0.7750865051903115,5.7040541330037176,0.05
0.7750865051903115,6.0765003095421894,0.05
0.7750865051903115,5.291559166894844,0.05
0.6611570247933884,5.8572532581380425,0.05
0.6611570247933884,5.840950206971449,0.05
0.6611570247933884,7.190396880103035,0.05
0.6611570247933884,5.9485201726113655,0.05
0.6611570247933884,5.249563747285191,0.05
0.6611570247933884,6.388175241735861,0.05
0.6611570247933884,5.834294438742592,0.05
0.6611570247933884,7.093715813372974,0.05
0.6611570247933884,4.882506370058416,0.05
0.6611570247933884,5.079338514225746,0.05
0.5754461871281774,6.173590757534881,0.05
0.5754461871281774,4.050322038218488,0.05
0.5754461871281774,5.630007977990563,0.05
0.5754461871281774,7.838262596272013,0.05
0.5754461871281774,4.7013533456679655,0.05
0.5754461871281774,6.463478396229376,0.05
0.5754461871281774,5.292441516993349,0.05
0.5754461871281774,4.270087192547943,0.05
0.5754461871281774,4.314250026890781,0.05
0.5754461871281774,5.470183777399833,0.05
0.5088088642659279,4.898079354938253,0.05
0.5088088642659279,4.078286744545219,0.05
0.5088088642659279,4.777378468853555,0.05
0.5088088642659279,4.196420833746636,0.05
0.5088088642659279,4.3470939855391135,0.05
0.5088088642659279,3.9623985796861865,0.05
0.5088088642659279,4.39919769573933,0.05
0.5088088642659279,4.895241500863666,0.05
0.5088088642659279,4.512379558991043,0.05
0.5088088642659279,4.0677343856460695,0.05
0.4556213017751479,3.7322459531209065,0.05
0.4556213017751479,4.761905901942162,0.05
0.4556213017751479,5.837896427404591,0.05
0.4556213017751479,3.1643760816562816,0.05
0.4556213017751479,4.940735791166337,0.05
0.4556213017751479,4.8356179545187405,0.05
0.4556213017751479,3.9647296561621648,0.05
0.4556213017751479,4.414580117023991,0.05
0.4556213017751479,4.686745459431314,0.05
0.4556213017751479,4.27683701163798,0.05
0.41224841412796615,3.227848565389565,0.05
0.41224841412796615,3.8679760941614405,0.05
0.41224841412796615,3.0609541589083133,0.05
0.41224841412796615,3.038455727422603,0.05
0.41224841412796615,3.696192304820297,0.05
0.41224841412796615,3.942680627577361,0.05
0.41224841412796615,3.612539542324629,0.05
0.41224841412796615,4.443097028950142,0.05
0.41224841412796615,4.2419840270604965,0.05
0.41224841412796615,3.4313121961109436,0.05
0.37624294544477294,3.148245949594145,0.05
0.37624294544477294,4.1663329606608,0.05
0.37624294544477294,3.441727858573008,0.05
0.37624294544477294,3.072766460123367,0.05
0.37624294544477294,3.04691497981638,0.05
0.37624294544477294,3.6924566764213513,0.05
0.37624294544477294,3.5182788326272543,0.05
0.37624294544477294,2.832475473200948,0.05
0.37624294544477294,4.2074078762413665,0.05
0.37624294544477294,3.2940965516289773,0.05
0.3459005885437911,2.644968237715544,0.05
0.3459005885437911,3.556796073584067,0.05
0.3459005885437911,3.5128400839957883,0.05
0.3459005885437911,3.5609838761573824,0.05
0.3459005885437911,2.544062164159632,0.05
0.3459005885437911,2.8674481357305015,0.05
0.3459005885437911,2.445410669983435,0.05
0.3459005885437911,3.343982112521421,0.05
0.3459005885437911,2.746322178128235,0.05
0.3459005885437911,3.2435668636142077,0.05
0.32,3.9304575171682896,0.05
0.32,2.9672001581953382,0.05
0.32,3.054847620028414,0.05
0.32,3.1747471379759813,0.05
0.32,2.6375706007136106,0.05
0.32,3.5765481226814932,0.05
