chi_inv,phi1,phi2
0.02,2.666126932247365e-22,0.9999999999999999
0.020003921552934963,4.465179741175804e-28,0.9999999999999999
0.020007844644029264,4.110285479977185e-32,0.9999999999999999
0.02001176927418806,4.936995034895595e-35,0.9999999999999999
0.020015695444317208,3.431631098716053e-37,0.9999999999999999
0.020019623155323282,8.300534953815966e-39,0.9999999999999999
0.020023552408113564,4.979481338315587e-40,0.9999999999999999
0.020027483203596055,5.85595473792149e-41,0.9999999999999999
0.020031415542679457,1.1411147766204974e-41,0.9999999999999999
0.0200353494262732,3.258918330592728e-42,0.9999999999999999
0.02003928485528742,1.2454096512078041e-42,0.9999999999999999
0.020043221830632972,5.948557570666236e-43,0.9999999999999999
0.02004716035322142,3.3725425665621015e-43,0.9999999999999999
0.020051100423965056,2.1821502802099617e-43,0.9999999999999999
0.020055042043776877,1.5636379516654377e-43,0.9999999999999999
0.02005898521357061,1.2125040504626566e-43,0.9999999999999999
0.020062929934260693,9.995395417974721e-44,0.9999999999999999
0.020066876206762285,8.640156854073966e-44,0.9999999999999999
0.02007082403199126,7.74880244931576e-44,0.9999999999999999
0.020074773410864232,7.15098192353174e-44,0.9999999999999999
0.02007872434429851,6.747525927402219e-44,0.9999999999999999
0.020082676833212142,6.477711481718235e-44,0.9999999999999999
0.020086630878523897,6.302716004609485e-44,0.9999999999999999
0.02009058648115327,6.196784865822763e-44,0.9999999999999999
0.02009454364202047,6.14228643310844e-44,0.9999999999999999
0.020098502362046435,6.142286433108146e-44,0.9999999999999999
0.020102462642152843,6.142286433108146e-44,0.9999999999999999
0.020106424483262074,6.142286433108146e-44,0.9999999999999999
0.020110387886297258,6.142286433108146e-44,0.9999999999999999
0.02011435285218224,6.142286433108146e-44,0.9999999999999999
0.0201183193818416,6.142286433108146e-44,0.9999999999999999
0.020122287476200634,6.142286433108146e-44,0.9999999999999999
0.020126257136185394,6.142286433108146e-44,0.9999999999999999
0.020130228362722633,6.142286433108146e-44,0.9999999999999999
0.02013420115673986,6.142286433108146e-44,0.9999999999999999
0.020138175519165306,6.142286433108146e-44,0.9999999999999999
0.020142151450927934,6.142286433108146e-44,0.9999999999999999
0.020146128952957438,6.142286433108146e-44,0.9999999999999999
0.020150108026184256,6.142286433108146e-44,0.9999999999999999
0.020154088671539554,6.142286433108146e-44,0.9999999999999999
0.02015807088995524,6.142286433108146e-44,0.9999999999999999
0.02016205468236395,6.142286433108146e-44,0.9999999999999999
0.020166040049699064,6.142286433108146e-44,0.9999999999999999
0.020170026992894694,6.142286433108146e-44,0.9999999999999999
0.020174015512885703,6.142286433108146e-44,0.9999999999999999
0.02017800561060768,6.142286433108146e-44,0.9999999999999999
0.020181997286996965,6.142286433108146e-44,0.9999999999999999
0.02018599054299063,6.142286433108146e-44,0.9999999999999999
0.02018998537952649,6.142286433108146e-44,0.9999999999999999
0.020193981797543115,6.142286433108146e-44,0.9999999999999999
0.020197979797979798,6.142286433108146e-44,0.9999999999999999
0.020201979381776595,6.142286433108146e-44,0.9999999999999999
0.020205980549874294,6.142286433108146e-44,0.9999999999999999
0.020209983303214437,6.142286433108146e-44,0.9999999999999999
0.0202139876427393,6.142286433108146e-44,0.9999999999999999
0.020217993569391923,6.142286433108146e-44,0.9999999999999999
0.020222001084116082,6.142286433108146e-44,0.9999999999999999
0.020226010187856303,6.142286433108146e-44,0.9999999999999999
