tau0,tau
8.0,54.97
8.0,69.82000000000001
8.0,67.16
8.0,70.19
8.0,57.9
8.0,63.11
8.0,62.36
8.0,75.29
8.0,65.5
8.0,66.79
3.5992438563327034,34.92
3.5992438563327034,30.2
3.5992438563327034,25.86
3.5992438563327034,24.310000000000002
3.5992438563327034,23.95
3.5992438563327034,28.01
3.5992438563327034,23.64
3.5992438563327034,26.86
3.5992438563327034,26.02
3.5992438563327034,26.91
2.1875,18.05
2.1875,17.650000000000002
2.1875,14.43
2.1875,19.490000000000002
2.1875,15.21
2.1875,16.26
2.1875,22.650000000000002
2.1875,14.74
2.1875,17.54
2.1875,16.06
1.532421177870315,12.57
1.532421177870315,13.49
1.532421177870315,14.22
1.532421177870315,14.72
1.532421177870315,12.84
1.532421177870315,15.34
1.532421177870315,12.16
1.532421177870315,13.56
1.532421177870315,11.51
1.532421177870315,11.67
1.1648,9.14
1.1648,12.16
1.1648,8.59
1.1648,9.57
1.1648,8.51
1.1648,7.930000000000001
1.1648,9.77
1.1648,10.48
1.1648,10.0
1.1648,9.86
0.9330652111462222,6.66
0.9330652111462222,7.3500000000000005
0.9330652111462222,6.63
0.9330652111462222,7.640000000000001
0.9330652111462222,6.5600000000000005
0.9330652111462222,6.8
0.9330652111462222,9.14
0.9330652111462222,9.61
0.9330652111462222,7.53
0.9330652111462222,6.7700000000000005
0.7750865051903115,5.96
0.7750865051903115,5.88
0.7750865051903115,5.41
0.7750865051903115,5.22
0.7750865051903115,8.14
0.7750865051903115,6.1000000000000005
0.7750865051903115,6.25
0.7750865051903115,7.66
0.7750865051903115,7.05
0.7750865051903115,8.02
0.6611570247933884,5.91
0.6611570247933884,6.5600000000000005
0.6611570247933884,5.11
0.6611570247933884,6.41
0.6611570247933884,6.69
0.6611570247933884,5.7
0.6611570247933884,6.47
0.6611570247933884,4.82
0.6611570247933884,5.28
0.6611570247933884,6.45
0.5754461871281774,4.63
0.5754461871281774,4.24
0.5754461871281774,5.03
0.5754461871281774,5.66
0.5754461871281774,5.0
0.5754461871281774,4.89
0.5754461871281774,4.8100000000000005
0.5754461871281774,6.79
0.5754461871281774,5.25
0.5754461871281774,6.09
0.5088088642659279,4.26
0.5088088642659279,4.8100000000000005
0.5088088642659279,7.66
0.5088088642659279,4.64
0.5088088642659279,4.28
0.5088088642659279,4.43
0.5088088642659279,4.6000000000000005
0.5088088642659279,5.28
0.5088088642659279,5.16
0.5088088642659279,4.41
0.4556213017751479,4.84
0.4556213017751479,4.38
0.4556213017751479,4.25
0.4556213017751479,7.32
0.4556213017751479,4.23
0.4556213017751479,4.01
0.4556213017751479,3.5100000000000002
0.4556213017751479,4.34
0.4556213017751479,3.79
0.4556213017751479,4.17
0.41224841412796615,4.68
0.41224841412796615,3.2800000000000002
0.41224841412796615,4.29
0.41224841412796615,3.31
0.41224841412796615,3.5
0.41224841412796615,3.46
0.41224841412796615,4.28
0.41224841412796615,3.62
0.41224841412796615,3.44
0.41224841412796615,3.33
0.37624294544477294,3.77
0.37624294544477294,3.73
0.37624294544477294,3.39
0.37624294544477294,4.0
0.37624294544477294,3.84
0.37624294544477294,3.0300000000000002
0.37624294544477294,3.41
0.37624294544477294,3.75
0.37624294544477294,3.43
0.37624294544477294,3.5100000000000002
0.3459005885437911,3.42
0.3459005885437911,2.74
0.3459005885437911,3.06
0.3459005885437911,3.14
0.3459005885437911,3.25
0.3459005885437911,3.21
0.3459005885437911,3.11
0.3459005885437911,3.25
0.3459005885437911,3.09
0.3459005885437911,3.06
0.32,2.5
0.32,2.5300000000000002
0.32,3.0
0.32,3.0500000000000003
0.32,2.86
0.32,2.58
0.32,4.18
0.32,2.64
0.32,2.79
0.32,2.7800000000000002
