time,c_avg,energy
0.0,0.5000037823157848,325.3393570787104
0.03003003003003003,0.5000021069102837,322.74119302155657
0.06006006006006006,0.5000020706959085,322.74112151244566
0.09009009009009009,0.5000020862205767,322.74110099327703
0.12012012012012012,0.5000021143626701,322.7410908226939
0.15015015015015015,0.5000021440828537,322.7410842711159
0.18018018018018017,0.5000021729095652,322.7410792963312
0.21021021021021022,0.5000021989933588,322.7410750267899
0.24024024024024024,0.5000022224473155,322.74107113036814
0.2702702702702703,0.5000022437016179,322.7410673883979
0.3003003003003003,0.5000022629251142,322.7410637076463
0.3303303303303303,0.500002280241383,322.74106002504226
0.36036036036036034,0.5000022957740032,322.7410562934366
0.39039039039039036,0.500002309710861,322.74105247536244
0.42042042042042044,0.5000023225402845,322.74104853320523
0.45045045045045046,0.5000023344022666,322.7410444465361
0.4804804804804805,0.5000023453713498,322.74104019850876
0.5105105105105106,0.5000023555220775,322.74103577326105
0.5405405405405406,0.5000023649683718,322.7410311539782
0.5705705705705706,0.5000023740386318,322.74102631427024
0.6006006006006006,0.5000023828121287,322.7410212374676
0.6306306306306306,0.5000023913141094,322.74101590893343
0.6606606606606606,0.5000023995698204,322.74101031375363
0.6906906906906907,0.5000024076045085,322.7410044366981
0.7207207207207207,0.5000024154434206,322.74099826218446
0.7507507507507507,0.5000024231118032,322.7409917742404
0.7807807807807807,0.5000024306349031,322.74098495647087
0.8108108108108109,0.5000024380379671,322.74097779202174
0.8408408408408409,0.5000024453462418,322.74097026354667
0.8708708708708709,0.5000024526072475,322.74096234965975
0.9009009009009009,0.5000024599671585,322.7409540108122
0.9309309309309309,0.5000024674556329,322.74094522203285
0.960960960960961,0.5000024750815234,322.740935960555
0.990990990990991,0.5000024828536841,322.74092620270875
1.021021021021021,0.5000024907809677,322.74091592389345
1.0510510510510511,0.5000024988722278,322.7409050985459
1.0810810810810811,0.5000025071363178,322.7408937001122
1.1111111111111112,0.5000025155820911,322.74088170101606
1.1411411411411412,0.5000025242313649,322.74086906514736
1.1711711711711712,0.5000025331659158,322.7408557182899
1.2012012012012012,0.500002542406261,322.7408416165611
1.2312312312312312,0.5000025519615945,322.7408267207311
1.2612612612612613,0.5000025618411101,322.74081098987256
1.2912912912912913,0.5000025720540023,322.74079438130553
1.3213213213213213,0.5000025826094648,322.7407768505435
1.3513513513513513,0.5000025935166917,322.7407583512372
1.3813813813813813,0.5000026047848767,322.7407388351187
1.4114114114114114,0.5000026164232143,322.74071825194267
1.4414414414414414,0.5000026284408983,322.7406965494302
1.4714714714714714,0.5000026408471225,322.7406736732077
1.5015015015015014,0.5000026536510813,322.74064956674806
1.5315315315315314,0.5000026668619685,322.7406241713097
1.5615615615615615,0.500002680488978,322.74059742587474
1.5915915915915917,0.5000026945421222,322.740569266258
1.6216216216216217,0.5000027091004208,322.74053955393117
1.6516516516516517,0.5000027242201048,322.740508164021
1.6816816816816818,0.5000027399135408,322.74047501135044
1.7117117117117118,0.5000027561930955,322.74044000715816
1.7417417417417418,0.5000027730711354,322.74040305898967
1.7717717717717718,0.500002790560027,322.7403640705874
1.8018018018018018,0.500002808672137,322.7403229417821
1.8318318318318318,0.5000028274198318,322.7402795683774
1.8618618618618619,0.5000028468174165,322.74023383955165
1.8918918918918919,0.5000028669678258,322.7401855232615
1.921921921921922,0.5000028879366044,322.74013442088983
1.951951951951952,0.5000029097412623,322.74008038776316
1.981981981981982,0.5000029323993092,322.7400232729496
2.012012012012012,0.5000029559282547,322.739962919065
2.042042042042042,0.5000029803456093,322.7398991620754
2.0720720720720722,0.5000030056688821,322.7398318310968
2.1021021021021022,0.5000030319155834,322.7397607481912
2.1321321321321323,0.500003059103223,322.73968572816074
2.1621621621621623,0.5000030872493105,322.73960657833743
2.1921921921921923,0.500003116371356,322.7395230983715
2.2222222222222223,0.5000031464869065,322.73943507994886
2.2522522522522523,0.5000031777149851,322.739342126162
2.2822822822822824,0.5000032101716273,322.739243817898
2.3123123123123124,0.5000032438810895,322.73913987949044
2.3423423423423424,0.5000032788676292,322.73903002352665
2.3723723723723724,0.5000033151555032,322.7389139504896
2.4024024024024024,0.5000033527689687,322.7387913483959
2.4324324324324325,0.5000033917322827,322.73866189243023
2.4624624624624625,0.5000034320697021,322.73852524456817
2.4924924924924925,0.5000034738054843,322.738381053203
2.5225225225225225,0.5000035171034125,322.7382286468079
2.5525525525525525,0.5000035621408553,322.7380672761027
2.5825825825825826,0.5000036089527509,322.73789646793017
2.6126126126126126,0.5000036575740189,322.73771572838615
2.6426426426426426,0.5000037080395789,322.7375245421243
2.6726726726726726,0.5000037603843502,322.73732237169077
2.7027027027027026,0.5000038146432525,322.73710865684626
2.7327327327327327,0.5000038708512051,322.736882813882
2.7627627627627627,0.5000039290431276,322.7366442349207
2.7927927927927927,0.5000039892539395,322.7363922872088
2.8228228228228227,0.5000040515185603,322.7361263124
2.8528528528528527,0.5000041158719095,322.73584562582516
2.8828828828828827,0.5000041823669392,322.7355494623358
2.9129129129129128,0.500004251310341,322.73523625110215
2.942942942942943,0.5000043228382155,322.7349048357756
2.972972972972973,0.5000043969982276,322.7345542762535
3.003003003003003,0.5000044738380423,322.7341835924372
3.033033033033033,0.5000045534053243,322.7337917630228
3.063063063063063,0.5000046357477387,322.73337772427976
3.093093093093093,0.5000047209129502,322.73294036880577
3.123123123123123,0.50000480895663,322.7324785155637
3.1531531531531534,0.5000049002137437,322.7319899056446
3.1831831831831834,0.5000049948869136,322.73147261762796
3.2132132132132134,0.5000050930392895,322.7309251542573
