tau0,tau
8.0,54.04
8.0,68.43
8.0,65.86
8.0,68.79
8.0,56.88
8.0,61.93
8.0,61.2
8.0,73.74
8.0,64.24
8.0,65.49
3.5992438563327034,34.58
3.5992438563327034,29.92
3.5992438563327034,25.64
3.5992438563327034,24.11
3.5992438563327034,23.76
3.5992438563327034,27.76
3.5992438563327034,23.45
3.5992438563327034,26.62
3.5992438563327034,25.79
3.5992438563327034,26.68
2.1875,17.95
2.1875,17.55
2.1875,14.36
2.1875,19.37
2.1875,15.13
2.1875,16.17
2.1875,22.51
2.1875,14.66
2.1875,17.45
2.1875,15.97
1.532421177870315,12.52
1.532421177870315,13.44
1.532421177870315,14.16
1.532421177870315,14.66
1.532421177870315,12.780000000000001
1.532421177870315,15.27
1.532421177870315,12.11
1.532421177870315,13.5
1.532421177870315,11.46
1.532421177870315,11.620000000000001
1.1648,9.11
1.1648,12.11
1.1648,8.56
1.1648,9.540000000000001
1.1648,8.49
1.1648,7.91
1.1648,9.74
1.1648,10.450000000000001
1.1648,9.97
1.1648,9.83
0.9330652111462222,6.65
0.9330652111462222,7.33
0.9330652111462222,6.62
0.9330652111462222,7.62
0.9330652111462222,6.54
0.9330652111462222,6.78
0.9330652111462222,9.120000000000001
0.9330652111462222,9.58
0.9330652111462222,7.51
0.9330652111462222,6.76
0.7750865051903115,5.95
0.7750865051903115,5.86
0.7750865051903115,5.4
0.7750865051903115,5.21
0.7750865051903115,8.120000000000001
0.7750865051903115,6.08
0.7750865051903115,6.24
0.7750865051903115,7.640000000000001
0.7750865051903115,7.03
0.7750865051903115,8.0
0.6611570247933884,5.9
0.6611570247933884,6.55
0.6611570247933884,5.1000000000000005
0.6611570247933884,6.4
0.6611570247933884,6.67
0.6611570247933884,5.69
0.6611570247933884,6.46
0.6611570247933884,4.8100000000000005
0.6611570247933884,5.2700000000000005
0.6611570247933884,6.43
0.5754461871281774,4.62
0.5754461871281774,4.24
0.5754461871281774,5.0200000000000005
0.5754461871281774,5.65
0.5754461871281774,4.99
0.5754461871281774,4.88
0.5754461871281774,4.8
0.5754461871281774,6.7700000000000005
0.5754461871281774,5.24
0.5754461871281774,6.08
0.5088088642659279,4.25
0.5088088642659279,4.8
0.5088088642659279,7.65
0.5088088642659279,4.64
0.5088088642659279,4.2700000000000005
0.5088088642659279,4.42
0.5088088642659279,4.6000000000000005
0.5088088642659279,5.2700000000000005
0.5088088642659279,5.15
0.5088088642659279,4.4
0.4556213017751479,4.83
0.4556213017751479,4.38
0.4556213017751479,4.25
0.4556213017751479,7.3
0.4556213017751479,4.22
0.4556213017751479,4.01
0.4556213017751479,3.5
0.4556213017751479,4.33
0.4556213017751479,3.7800000000000002
0.4556213017751479,4.16
0.41224841412796615,4.67
0.41224841412796615,3.2800000000000002
0.41224841412796615,4.29
0.41224841412796615,3.3000000000000003
0.41224841412796615,3.5
0.41224841412796615,3.46
0.41224841412796615,4.28
0.41224841412796615,3.62
0.41224841412796615,3.44
0.41224841412796615,3.33
0.37624294544477294,3.77
0.37624294544477294,3.73
0.37624294544477294,3.39
0.37624294544477294,3.99
0.37624294544477294,3.83
0.37624294544477294,3.02
0.37624294544477294,3.4
0.37624294544477294,3.74
0.37624294544477294,3.42
0.37624294544477294,3.5
0.3459005885437911,3.41
0.3459005885437911,2.74
0.3459005885437911,3.0500000000000003
0.3459005885437911,3.14
0.3459005885437911,3.25
0.3459005885437911,3.21
0.3459005885437911,3.1
0.3459005885437911,3.25
0.3459005885437911,3.08
0.3459005885437911,3.06
0.32,2.5
0.32,2.5300000000000002
0.32,3.0
0.32,3.0500000000000003
0.32,2.85
0.32,2.58
0.32,4.17
0.32,2.64
0.32,2.7800000000000002
0.32,2.77
