tau0,tau
8.0,60.84
8.0,59.28
8.0,49.79
8.0,68.14
8.0,57.02
8.0,56.61
8.0,47.44
8.0,67.98
8.0,48.53
8.0,54.56
3.5992438563327034,18.76
3.5992438563327034,24.23
3.5992438563327034,20.64
3.5992438563327034,26.78
3.5992438563327034,19.77
3.5992438563327034,20.3
3.5992438563327034,27.580000000000002
3.5992438563327034,21.92
3.5992438563327034,27.14
3.5992438563327034,21.01
2.1875,17.150000000000002
2.1875,20.05
2.1875,15.290000000000001
2.1875,13.92
2.1875,19.55
2.1875,25.71
2.1875,12.01
2.1875,11.77
2.1875,14.43
2.1875,26.400000000000002
1.532421177870315,16.37
1.532421177870315,11.63
1.532421177870315,11.93
1.532421177870315,10.41
1.532421177870315,10.74
1.532421177870315,15.84
1.532421177870315,12.530000000000001
1.532421177870315,11.73
1.532421177870315,9.63
1.532421177870315,10.75
1.1648,8.17
1.1648,6.92
1.1648,7.48
1.1648,8.8
1.1648,10.35
1.1648,7.98
1.1648,6.51
1.1648,9.700000000000001
1.1648,8.76
1.1648,7.32
0.9330652111462222,5.83
0.9330652111462222,6.59
0.9330652111462222,6.13
0.9330652111462222,8.9
0.9330652111462222,5.42
0.9330652111462222,9.71
0.9330652111462222,7.1000000000000005
0.9330652111462222,8.68
0.9330652111462222,6.65
0.9330652111462222,6.640000000000001
0.7750865051903115,6.44
0.7750865051903115,4.93
0.7750865051903115,5.3100000000000005
0.7750865051903115,5.7
0.7750865051903115,5.45
0.7750865051903115,5.03
0.7750865051903115,5.62
0.7750865051903115,4.79
0.7750865051903115,4.99
0.7750865051903115,6.0600000000000005
0.6611570247933884,4.36
0.6611570247933884,4.54
0.6611570247933884,7.48
0.6611570247933884,5.47
0.6611570247933884,4.23
0.6611570247933884,4.29
0.6611570247933884,5.55
0.6611570247933884,4.95
0.6611570247933884,5.8
0.6611570247933884,5.05
0.5754461871281774,4.42
0.5754461871281774,3.97
0.5754461871281774,3.5500000000000003
0.5754461871281774,4.45
0.5754461871281774,4.64
0.5754461871281774,4.83
0.5754461871281774,4.49
0.5754461871281774,4.21
0.5754461871281774,7.16
0.5754461871281774,4.76
0.5088088642659279,4.5600000000000005
0.5088088642659279,3.52
0.5088088642659279,3.69
0.5088088642659279,5.0600000000000005
0.5088088642659279,3.56
0.5088088642659279,4.2
0.5088088642659279,4.05
0.5088088642659279,3.72
0.5088088642659279,3.33
0.5088088642659279,3.41
0.4556213017751479,3.38
0.4556213017751479,3.34
0.4556213017751479,3.33
0.4556213017751479,5.08
0.4556213017751479,4.39
0.4556213017751479,3.35
0.4556213017751479,3.2
0.4556213017751479,3.65
0.4556213017751479,4.34
0.4556213017751479,3.12
0.41224841412796615,2.64
0.41224841412796615,2.97
0.41224841412796615,3.09
0.41224841412796615,3.65
0.41224841412796615,3.48
0.41224841412796615,3.4
0.41224841412796615,2.8000000000000003
0.41224841412796615,3.48
0.41224841412796615,2.56
0.41224841412796615,2.74
0.37624294544477294,2.63
0.37624294544477294,2.43
0.37624294544477294,4.46
0.37624294544477294,2.82
0.37624294544477294,2.5500000000000003
0.37624294544477294,2.5
0.37624294544477294,2.77
0.37624294544477294,3.21
0.37624294544477294,2.69
0.37624294544477294,2.83
0.3459005885437911,2.89
0.3459005885437911,3.09
0.3459005885437911,2.24
0.3459005885437911,2.43
0.3459005885437911,3.04
0.3459005885437911,3.22
0.3459005885437911,2.32
0.3459005885437911,2.31
0.3459005885437911,3.04
0.3459005885437911,2.87
0.32,3.67
0.32,2.61
0.32,2.2600000000000002
0.32,2.67
0.32,2.39
0.32,2.74
0.32,2.35
0.32,2.47
0.32,2.6
0.32,2.96
